sequence_summary,representation,weighting,true_label,fea_name,value
mean,raw,sample_weighted,Surprise,NoseWrinklerL,0.012265032424864286
mean,raw,sample_weighted,Anger,NoseWrinklerR,0.21381060168776528
mean,raw,sample_weighted,Disgust,NoseWrinklerR,0.3391804217513091
mean,raw,sample_weighted,Fear,NoseWrinklerR,0.025024441118578343
mean,raw,sample_weighted,Happiness,NoseWrinklerR,0.008728725826641578
mean,raw,sample_weighted,Neutral,NoseWrinklerR,0.003803923292160206
mean,raw,sample_weighted,Sadness,NoseWrinklerR,0.05869599032891012
mean,raw,sample_weighted,Surprise,NoseWrinklerR,0.012396706141923838
mean,raw,sample_weighted,Anger,OuterBrowRaiserL,0.016578270728372615
mean,raw,sample_weighted,Disgust,OuterBrowRaiserL,0.025666965341862046
mean,raw,sample_weighted,Fear,OuterBrowRaiserL,0.14359633422176016
mean,raw,sample_weighted,Happiness,OuterBrowRaiserL,0.031025278860948267
mean,raw,sample_weighted,Neutral,OuterBrowRaiserL,0.012098490938334826
mean,raw,sample_weighted,Sadness,OuterBrowRaiserL,0.025030042280215475
mean,raw,sample_weighted,Surprise,OuterBrowRaiserL,0.17343096129072832
mean,raw,sample_weighted,Anger,OuterBrowRaiserR,0.02117006212188521
mean,raw,sample_weighted,Disgust,OuterBrowRaiserR,0.03301389961512078
mean,raw,sample_weighted,Fear,OuterBrowRaiserR,0.15848848315928288
mean,raw,sample_weighted,Happiness,OuterBrowRaiserR,0.038558722193438456
mean,raw,sample_weighted,Neutral,OuterBrowRaiserR,0.01574930818609071
mean,raw,sample_weighted,Sadness,OuterBrowRaiserR,0.03464439291780067
mean,raw,sample_weighted,Surprise,OuterBrowRaiserR,0.18621950516704372
mean,raw,sample_weighted,Anger,UpperLidRaiserL,0.08148210381200449
mean,raw,sample_weighted,Disgust,UpperLidRaiserL,0.05372911803377851
mean,raw,sample_weighted,Fear,UpperLidRaiserL,0.20476228670655652
mean,raw,sample_weighted,Happiness,UpperLidRaiserL,0.05123744222413139
mean,raw,sample_weighted,Neutral,UpperLidRaiserL,0.03459418104880164
mean,raw,sample_weighted,Sadness,UpperLidRaiserL,0.042815821044485676
mean,raw,sample_weighted,Surprise,UpperLidRaiserL,0.1710600900647437
mean,raw,sample_weighted,Anger,UpperLidRaiserR,0.10464663121479041
mean,raw,sample_weighted,Disgust,UpperLidRaiserR,0.06180931072843773
mean,raw,sample_weighted,Fear,UpperLidRaiserR,0.24602818222240053
mean,raw,sample_weighted,Happiness,UpperLidRaiserR,0.06182917860989156
mean,raw,sample_weighted,Neutral,UpperLidRaiserR,0.05450167166213868
mean,raw,sample_weighted,Sadness,UpperLidRaiserR,0.06885158714533428
mean,raw,sample_weighted,Surprise,UpperLidRaiserR,0.20138219596224144
mean,raw,sample_weighted,Anger,UpperLipRaiserL,0.17268751852886122
mean,raw,sample_weighted,Disgust,UpperLipRaiserL,0.27599161112491255
mean,raw,sample_weighted,Fear,UpperLipRaiserL,0.09726639259052913
mean,raw,sample_weighted,Happiness,UpperLipRaiserL,0.27244483401483394
mean,raw,sample_weighted,Neutral,UpperLipRaiserL,0.02296030056084605
mean,raw,sample_weighted,Sadness,UpperLipRaiserL,0.036104989909369604
mean,raw,sample_weighted,Surprise,UpperLipRaiserL,0.05806883216205643
mean,raw,sample_weighted,Anger,UpperLipRaiserR,0.1862709128013089
mean,raw,sample_weighted,Disgust,UpperLipRaiserR,0.291843961181421
mean,raw,sample_weighted,Fear,UpperLipRaiserR,0.10632842421831713
mean,raw,sample_weighted,Happiness,UpperLipRaiserR,0.2660542315635053
mean,raw,sample_weighted,Neutral,UpperLipRaiserR,0.02372616023429737
mean,raw,sample_weighted,Sadness,UpperLipRaiserR,0.04012509233802744
mean,raw,sample_weighted,Surprise,UpperLipRaiserR,0.06261411091706025
mean,raw,participant_balanced,Anger,BrowLowererL,0.29856924906153814
mean,raw,participant_balanced,Disgust,BrowLowererL,0.31216092335728796
mean,raw,participant_balanced,Fear,BrowLowererL,0.06250777417070796
mean,raw,participant_balanced,Happiness,BrowLowererL,0.05594627416825198
mean,raw,participant_balanced,Neutral,BrowLowererL,0.037353415974667806
mean,raw,participant_balanced,Sadness,BrowLowererL,0.19676422067545177
mean,raw,participant_balanced,Surprise,BrowLowererL,0.03685025943033979
mean,raw,participant_balanced,Anger,BrowLowererR,0.2753841983542926
mean,raw,participant_balanced,Disgust,BrowLowererR,0.2772465403096995
mean,raw,participant_balanced,Fear,BrowLowererR,0.05848876632175375
mean,raw,participant_balanced,Happiness,BrowLowererR,0.0448116512377891
mean,raw,participant_balanced,Neutral,BrowLowererR,0.029867514404192767
mean,raw,participant_balanced,Sadness,BrowLowererR,0.17207072218212283
mean,raw,participant_balanced,Surprise,BrowLowererR,0.03118358745532024
mean,raw,participant_balanced,Anger,CheekPuffL,0.007023025803073075
mean,raw,participant_balanced,Disgust,CheekPuffL,0.002994059112388694
mean,raw,participant_balanced,Fear,CheekPuffL,0.0007495149525264221
mean,raw,participant_balanced,Happiness,CheekPuffL,0.0003299978977802005
mean,raw,participant_balanced,Neutral,CheekPuffL,0.0002487802880348222
mean,raw,participant_balanced,Sadness,CheekPuffL,0.010229349256132902
mean,raw,participant_balanced,Surprise,CheekPuffL,0.004271320110234672
mean,raw,participant_balanced,Anger,CheekPuffR,0.008221154282947729
mean,raw,participant_balanced,Disgust,CheekPuffR,0.003221157736407971
mean,raw,participant_balanced,Fear,CheekPuffR,0.0008288022817838699
mean,raw,participant_balanced,Happiness,CheekPuffR,0.0006824672689932673
mean,raw,participant_balanced,Neutral,CheekPuffR,0.00042725546562820746
mean,raw,participant_balanced,Sadness,CheekPuffR,0.010817018266297648
mean,raw,participant_balanced,Surprise,CheekPuffR,0.005273599432144162
mean,raw,participant_balanced,Anger,CheekRaiserL,0.20121847438629667
mean,raw,participant_balanced,Disgust,CheekRaiserL,0.280571342893589
mean,raw,participant_balanced,Fear,CheekRaiserL,0.06105429649098622
mean,raw,participant_balanced,Happiness,CheekRaiserL,0.38755395300678924
mean,raw,participant_balanced,Neutral,CheekRaiserL,0.047144937901114764
mean,raw,participant_balanced,Sadness,CheekRaiserL,0.11156002352578166
mean,raw,participant_balanced,Surprise,CheekRaiserL,0.04349173474013088
mean,raw,participant_balanced,Anger,CheekRaiserR,0.17396047233447687
mean,raw,participant_balanced,Disgust,CheekRaiserR,0.24771728950823255
mean,raw,participant_balanced,Fear,CheekRaiserR,0.050594777717107686
mean,raw,participant_balanced,Happiness,CheekRaiserR,0.37627859947551623
mean,raw,participant_balanced,Neutral,CheekRaiserR,0.034884822836753517
mean,raw,participant_balanced,Sadness,CheekRaiserR,0.09097100541088705
mean,raw,participant_balanced,Surprise,CheekRaiserR,0.033795695916608116
mean,raw,participant_balanced,Anger,CheekSuckL,6.963303623213701e-09
mean,raw,participant_balanced,Disgust,CheekSuckL,5.150848252120286e-05
mean,raw,participant_balanced,Fear,CheekSuckL,6.931232306577322e-05
mean,raw,participant_balanced,Happiness,CheekSuckL,1.4207648123653613e-08
mean,raw,participant_balanced,Neutral,CheekSuckL,3.7799729021021615e-08
mean,raw,participant_balanced,Sadness,CheekSuckL,1.7203661176152213e-06
mean,raw,participant_balanced,Surprise,CheekSuckL,0.004960883238017427
mean,raw,participant_balanced,Anger,CheekSuckR,2.6211875284131976e-06
mean,raw,participant_balanced,Disgust,CheekSuckR,2.1514585925444547e-05
mean,raw,participant_balanced,Fear,CheekSuckR,2.5851843809696626e-05
mean,raw,participant_balanced,Happiness,CheekSuckR,2.6886349879033805e-06
mean,raw,participant_balanced,Neutral,CheekSuckR,6.766580804029737e-07
mean,raw,participant_balanced,Sadness,CheekSuckR,3.6901035442671527e-06
mean,raw,participant_balanced,Surprise,CheekSuckR,0.005108379639956061
mean,raw,participant_balanced,Anger,ChinRaiserB,0.24530145585735313
mean,raw,participant_balanced,Disgust,ChinRaiserB,0.2063499441574129
mean,raw,participant_balanced,Fear,ChinRaiserB,0.02147640797655891
mean,raw,participant_balanced,Happiness,ChinRaiserB,0.03402991349616194
mean,raw,participant_balanced,Neutral,ChinRaiserB,0.005981576148464092
mean,raw,participant_balanced,Sadness,ChinRaiserB,0.33844728672283403
mean,raw,participant_balanced,Surprise,ChinRaiserB,0.016274407761943693
mean,raw,participant_balanced,Anger,ChinRaiserT,0.25060862313970345
mean,raw,participant_balanced,Disgust,ChinRaiserT,0.24535102233193834
mean,raw,participant_balanced,Fear,ChinRaiserT,0.05431167537475227
mean,raw,participant_balanced,Happiness,ChinRaiserT,0.09643156167465089
mean,raw,participant_balanced,Neutral,ChinRaiserT,0.00971673607552903
mean,raw,participant_balanced,Sadness,ChinRaiserT,0.31279562416936607
mean,raw,participant_balanced,Surprise,ChinRaiserT,0.04613362202469844
mean,raw,participant_balanced,Anger,DimplerL,0.030436274177067808
mean,raw,participant_balanced,Disgust,DimplerL,0.04299294591022619
mean,raw,participant_balanced,Fear,DimplerL,0.0397745336162678
mean,raw,participant_balanced,Happiness,DimplerL,0.20589224468222145
mean,raw,participant_balanced,Neutral,DimplerL,0.011427622211163165
mean,raw,participant_balanced,Sadness,DimplerL,0.009983743534085994
mean,raw,participant_balanced,Surprise,DimplerL,0.02202035292033261
mean,raw,participant_balanced,Anger,DimplerR,0.03208379075797056
mean,raw,participant_balanced,Disgust,DimplerR,0.04486268396373294
mean,raw,participant_balanced,Fear,DimplerR,0.043689442549078084
mean,raw,participant_balanced,Happiness,DimplerR,0.21299466061034023
mean,raw,participant_balanced,Neutral,DimplerR,0.011777459088779984
mean,raw,participant_balanced,Sadness,DimplerR,0.010555015856673153
mean,raw,participant_balanced,Surprise,DimplerR,0.02383112950474645
mean,raw,participant_balanced,Anger,EyesClosedL,0.07205877187199314
mean,raw,participant_balanced,Disgust,EyesClosedL,0.12388523434650575
mean,raw,participant_balanced,Fear,EyesClosedL,0.01861586649194135
mean,raw,participant_balanced,Happiness,EyesClosedL,0.023395178994824864
mean,raw,participant_balanced,Neutral,EyesClosedL,0.015988296380631428
mean,raw,participant_balanced,Sadness,EyesClosedL,0.07538818044865822
mean,raw,participant_balanced,Surprise,EyesClosedL,0.021333107190947685
mean,raw,participant_balanced,Anger,EyesClosedR,0.07436647085935903
mean,raw,participant_balanced,Disgust,EyesClosedR,0.12563497215549535
mean,raw,participant_balanced,Fear,EyesClosedR,0.015974911289815194
mean,raw,participant_balanced,Happiness,EyesClosedR,0.026376387658928475
mean,raw,participant_balanced,Neutral,EyesClosedR,0.015804918425915575
mean,raw,participant_balanced,Sadness,EyesClosedR,0.08316533886027226
mean,raw,participant_balanced,Surprise,EyesClosedR,0.02112964526925494
mean,raw,participant_balanced,Anger,EyesLookDownL,0.07429188809989265
mean,raw,participant_balanced,Disgust,EyesLookDownL,0.09155242722293615
mean,raw,participant_balanced,Fear,EyesLookDownL,0.015461980387562302
mean,raw,participant_balanced,Happiness,EyesLookDownL,0.03617467811392205
mean,raw,participant_balanced,Neutral,EyesLookDownL,0.01751940145372561
mean,raw,participant_balanced,Sadness,EyesLookDownL,0.056926238825815566
mean,raw,participant_balanced,Surprise,EyesLookDownL,0.018516219008788977
mean,raw,participant_balanced,Anger,EyesLookDownR,0.07403808233351533
mean,raw,participant_balanced,Disgust,EyesLookDownR,0.08773839162032279
mean,raw,participant_balanced,Fear,EyesLookDownR,0.01405447267428543
mean,raw,participant_balanced,Happiness,EyesLookDownR,0.03801103723778079
mean,raw,participant_balanced,Neutral,EyesLookDownR,0.01747421524658359
mean,raw,participant_balanced,Sadness,EyesLookDownR,0.06311150831675806
mean,raw,participant_balanced,Surprise,EyesLookDownR,0.018172518411258567
mean,raw,participant_balanced,Anger,EyesLookLeftL,0.06681406203895271
mean,raw,participant_balanced,Disgust,EyesLookLeftL,0.06615478634117088
mean,raw,participant_balanced,Fear,EyesLookLeftL,0.07231697764084184
mean,raw,participant_balanced,Happiness,EyesLookLeftL,0.06634208217982682
mean,raw,participant_balanced,Neutral,EyesLookLeftL,0.07318756989320013
mean,raw,participant_balanced,Sadness,EyesLookLeftL,0.0637017694874065
mean,raw,participant_balanced,Surprise,EyesLookLeftL,0.06751790505338694
mean,raw,participant_balanced,Anger,EyesLookLeftR,0.11600549744929338
mean,raw,participant_balanced,Disgust,EyesLookLeftR,0.1119381452887495
mean,raw,participant_balanced,Fear,EyesLookLeftR,0.12112181549157525
mean,raw,participant_balanced,Happiness,EyesLookLeftR,0.1126618900728223
mean,raw,participant_balanced,Neutral,EyesLookLeftR,0.12084402227662529
mean,raw,participant_balanced,Sadness,EyesLookLeftR,0.11015192194334979
mean,raw,participant_balanced,Surprise,EyesLookLeftR,0.11473917929213741
mean,raw,participant_balanced,Anger,EyesLookRightL,0.0798470419093635
mean,raw,participant_balanced,Disgust,EyesLookRightL,0.08798591989073262
mean,raw,participant_balanced,Fear,EyesLookRightL,0.08710941647036881
mean,raw,participant_balanced,Happiness,EyesLookRightL,0.09325757284759215
mean,raw,participant_balanced,Neutral,EyesLookRightL,0.08262886499362869
mean,raw,participant_balanced,Sadness,EyesLookRightL,0.08905913739397223
mean,raw,participant_balanced,Surprise,EyesLookRightL,0.09271264111547999
mean,raw,participant_balanced,Anger,EyesLookRightR,0.042503789490277916
mean,raw,participant_balanced,Disgust,EyesLookRightR,0.04723067384533435
mean,raw,participant_balanced,Fear,EyesLookRightR,0.049175798441921124
mean,raw,participant_balanced,Happiness,EyesLookRightR,0.05290145024770707
mean,raw,participant_balanced,Neutral,EyesLookRightR,0.043920486991521374
mean,raw,participant_balanced,Sadness,EyesLookRightR,0.048651783458700276
mean,raw,participant_balanced,Surprise,EyesLookRightR,0.053157854547071046
mean,raw,participant_balanced,Anger,EyesLookUpL,0.0633502686950021
mean,raw,participant_balanced,Disgust,EyesLookUpL,0.036526742468029456
mean,raw,participant_balanced,Fear,EyesLookUpL,0.032937515995063164
mean,raw,participant_balanced,Happiness,EyesLookUpL,0.050490792496951306
mean,raw,participant_balanced,Neutral,EyesLookUpL,0.050019674295227495
mean,raw,participant_balanced,Sadness,EyesLookUpL,0.03274468501891181
mean,raw,participant_balanced,Surprise,EyesLookUpL,0.031103430660494164
mean,raw,participant_balanced,Anger,EyesLookUpR,0.06336791103864352
mean,raw,participant_balanced,Disgust,EyesLookUpR,0.03648878842528007
mean,raw,participant_balanced,Fear,EyesLookUpR,0.0328582720391116
mean,raw,participant_balanced,Happiness,EyesLookUpR,0.0505115398225018
mean,raw,participant_balanced,Neutral,EyesLookUpR,0.05001825417081828
mean,raw,participant_balanced,Sadness,EyesLookUpR,0.03266809006321956
mean,raw,participant_balanced,Surprise,EyesLookUpR,0.031095287417621433
mean,raw,participant_balanced,Anger,InnerBrowRaiserL,0.06796965452520906
mean,raw,participant_balanced,Disgust,InnerBrowRaiserL,0.06831277180365396
mean,raw,participant_balanced,Fear,InnerBrowRaiserL,0.14226965375796555
mean,raw,participant_balanced,Happiness,InnerBrowRaiserL,0.03890730455412725
mean,raw,participant_balanced,Neutral,InnerBrowRaiserL,0.01882258918150723
mean,raw,participant_balanced,Sadness,InnerBrowRaiserL,0.0895349835699851
mean,raw,participant_balanced,Surprise,InnerBrowRaiserL,0.18090627000958195
mean,raw,participant_balanced,Anger,InnerBrowRaiserR,0.060871586320915556
mean,raw,participant_balanced,Disgust,InnerBrowRaiserR,0.06203362024526539
mean,raw,participant_balanced,Fear,InnerBrowRaiserR,0.15042870235079833
mean,raw,participant_balanced,Happiness,InnerBrowRaiserR,0.0421527319732855
mean,raw,participant_balanced,Neutral,InnerBrowRaiserR,0.018995989438287408
mean,raw,participant_balanced,Sadness,InnerBrowRaiserR,0.08692211155942708
mean,raw,participant_balanced,Surprise,InnerBrowRaiserR,0.18633725069712678
mean,raw,participant_balanced,Anger,JawDrop,0.03455470382837111
mean,raw,participant_balanced,Disgust,JawDrop,0.0807016154000237
mean,raw,participant_balanced,Fear,JawDrop,0.16789529847448956
mean,raw,participant_balanced,Happiness,JawDrop,0.08440170597890115
mean,raw,participant_balanced,Neutral,JawDrop,0.01473328786889053
mean,raw,participant_balanced,Sadness,JawDrop,0.03373230221579425
mean,raw,participant_balanced,Surprise,JawDrop,0.3199201380001418
mean,raw,participant_balanced,Anger,JawSidewaysLeft,0.012063645072548285
mean,raw,participant_balanced,Disgust,JawSidewaysLeft,0.008113976201213945
mean,raw,participant_balanced,Fear,JawSidewaysLeft,0.0022330187845295856
mean,raw,participant_balanced,Happiness,JawSidewaysLeft,0.0009552499287338911
mean,raw,participant_balanced,Neutral,JawSidewaysLeft,0.0004445830289693444
mean,raw,participant_balanced,Sadness,JawSidewaysLeft,0.018115045454888273
mean,raw,participant_balanced,Surprise,JawSidewaysLeft,0.013516077155862793
mean,raw,participant_balanced,Anger,JawSidewaysRight,0.013858532663643418
mean,raw,participant_balanced,Disgust,JawSidewaysRight,0.008774187707456839
mean,raw,participant_balanced,Fear,JawSidewaysRight,0.004089621879960185
mean,raw,participant_balanced,Happiness,JawSidewaysRight,0.006927649593886718
mean,raw,participant_balanced,Neutral,JawSidewaysRight,0.0006843016451624439
mean,raw,participant_balanced,Sadness,JawSidewaysRight,0.016929346278893333
mean,raw,participant_balanced,Surprise,JawSidewaysRight,0.01841136131398701
mean,raw,participant_balanced,Anger,JawThrust,0.030360009583075012
mean,raw,participant_balanced,Disgust,JawThrust,0.028866564657758737
mean,raw,participant_balanced,Fear,JawThrust,0.03767523441595933
mean,raw,participant_balanced,Happiness,JawThrust,0.009843013204003341
mean,raw,participant_balanced,Neutral,JawThrust,0.0059673610673881845
mean,raw,participant_balanced,Sadness,JawThrust,0.04961322678008128
mean,raw,participant_balanced,Surprise,JawThrust,0.09746576758857013
mean,raw,participant_balanced,Anger,LidTightenerL,0.2844494765031279
mean,raw,participant_balanced,Disgust,LidTightenerL,0.29152824318523185
mean,raw,participant_balanced,Fear,LidTightenerL,0.07044662431721628
mean,raw,participant_balanced,Happiness,LidTightenerL,0.19708442434529624
mean,raw,participant_balanced,Neutral,LidTightenerL,0.034113988854542504
mean,raw,participant_balanced,Sadness,LidTightenerL,0.10472005735468366
mean,raw,participant_balanced,Surprise,LidTightenerL,0.052267668010397186
mean,raw,participant_balanced,Anger,LidTightenerR,0.28312371635248273
mean,raw,participant_balanced,Disgust,LidTightenerR,0.2934455403745916
mean,raw,participant_balanced,Fear,LidTightenerR,0.08834063364798202
mean,raw,participant_balanced,Happiness,LidTightenerR,0.19265798093205938
mean,raw,participant_balanced,Neutral,LidTightenerR,0.0441482149251478
mean,raw,participant_balanced,Sadness,LidTightenerR,0.12867851631104263
mean,raw,participant_balanced,Surprise,LidTightenerR,0.06579346464982855
mean,raw,participant_balanced,Anger,LipCornerDepressorL,0.09414502563013433
mean,raw,participant_balanced,Disgust,LipCornerDepressorL,0.1471389567416082
mean,raw,participant_balanced,Fear,LipCornerDepressorL,0.03135111102702422
mean,raw,participant_balanced,Happiness,LipCornerDepressorL,0.008691949123590816
mean,raw,participant_balanced,Neutral,LipCornerDepressorL,0.007323766093832887
mean,raw,participant_balanced,Sadness,LipCornerDepressorL,0.38185851031002127
mean,raw,participant_balanced,Surprise,LipCornerDepressorL,0.017472490317814306
mean,raw,participant_balanced,Anger,LipCornerDepressorR,0.08527863296248846
